,Kind,Name,Category,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29
18,subregion,Boone County,Retail & recreation,,3.77,-2.01,-1.96,1.92,18.46,2.35,,16.97,16.0,31.36,11.54,16.92,-13.39,,16.97,,,21.15,13.84,27.56,,20.74,3.99,17.64,11.54,1.53,-29.14,,-7.55,-4.0,-15.69,-13.47,-29.23,-44.88,,-67.93,-58.0,-64.7,-63.46,-38.46,-40.16,
19,subregion,Boone County,Grocery & pharmacy,-3.78,-3.12,-6.67,-0.01,6.44,2.81,7.93,-1.89,17.18,-3.34,6.25,6.44,19.72,3.17,7.55,6.25,25.0,15.62,12.89,30.98,7.93,13.2,10.94,13.33,-9.38,17.74,52.1,19.04,1.88,37.49,14.99,15.62,16.12,15.48,22.22,-15.1,-0.01,-5.0,-15.63,-17.74,-18.31,-4.76,-13.22
20,subregion,Boone County,Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,subregion,Boone County,Transit stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,subregion,Boone County,Workplace,,-16.5,-2.26,1.08,-1.13,-3.5,,,-1.11,2.23,-4.36,-0.01,1.15,,,1.09,5.61,3.25,3.36,-2.34,,,-1.11,2.23,5.43,4.48,-0.01,,,-9.9,-10.12,-11.97,-15.74,-19.78,,,-30.78,-31.46,-36.96,-39.34,-40.7,-20.01,
23,subregion,Boone County,Residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,subregion,Braxton County,Retail & recreation,3.84,8.65,-1.55,-3.72,1.51,2.96,6.79,9.22,6.29,-5.39,5.17,3.77,11.3,12.24,28.45,17.31,14.61,12.59,18.93,13.68,16.32,21.53,21.25,7.68,-0.01,29.53,24.99,4.07,7.68,6.29,-5.39,-8.9,-15.16,-19.06,-23.13,-35.39,-22.84,-32.32,-42.22,-33.34,-41.68,-32.66,-30.78
25,subregion,Braxton County,Grocery & pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,subregion,Braxton County,Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,subregion,Braxton County,Transit stations,,,6.52,0.0,12.24,0.0,,,,4.34,0.0,2.04,4.26,,,,-2.17,0.0,4.08,6.38,,,,-6.52,0.0,10.2,2.12,,,,-10.87,0.0,-16.33,-12.77,-31.58,,-28.21,-23.91,-22.0,-20.41,-29.79,,
28,subregion,Braxton County,Workplace,,-8.45,1.39,5.48,0.0,0.0,,,9.85,2.78,2.74,-4.11,-4.11,,,9.85,2.78,1.37,1.37,-2.74,,,2.81,-1.39,2.74,-1.38,-2.74,,,-15.49,-15.28,-19.18,-20.55,-30.14,,,-28.18,-36.11,-35.62,-36.99,-38.35,,
29,subregion,Braxton County,Residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,subregion,Brooke County,Retail & recreation,12.01,1.5,-4.17,5.03,4.48,3.14,6.44,18.5,3.17,0.32,16.35,8.08,5.55,12.17,26.62,16.24,15.06,17.61,17.06,-3.87,5.96,20.12,16.58,4.8,14.77,15.27,11.35,0.71,8.76,15.23,-0.81,-20.44,-21.56,-25.24,-37.24,-32.47,-29.65,-37.5,-35.23,-34.73,-38.65,-44.87,-31.5
31,subregion,Brooke County,Grocery & pharmacy,4.45,4.6,3.37,8.32,1.12,-3.42,5.76,12.1,2.87,-2.25,1.67,-4.47,4.87,5.23,13.37,2.87,0.83,2.77,8.38,-0.98,4.71,15.28,7.47,1.69,10.55,26.53,30.73,13.6,21.65,32.75,9.55,10.0,12.28,7.32,-1.05,5.09,1.72,-9.0,-22.23,-7.83,-20.01,-13.62,-10.2
32,subregion,Brooke County,Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,subregion,Brooke County,Transit stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,subregion,Brooke County,Workplace,7.93,-8.09,4.9,3.6,3.04,3.2,4.05,3.16,3.72,3.68,5.42,3.04,3.2,-0.01,14.27,2.47,3.68,3.0,2.43,4.48,-2.71,3.16,-8.09,1.22,2.4,3.04,-0.65,-0.01,1.58,-12.43,-18.41,-20.49,-25.0,-30.78,-21.63,-25.41,-32.31,-33.14,-37.36,-35.98,-38.47,-31.09,-23.82
35,subregion,Brooke County,Residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,subregion,Cabell County,Retail & recreation,7.48,6.11,2.13,7.09,2.8,4.68,13.29,10.91,1.3,13.08,16.49,13.62,20.55,23.73,22.92,11.8,21.63,16.06,15.06,4.48,14.7,16.96,11.45,18.07,12.22,5.52,5.74,-7.88,-8.31,-4.03,-9.18,-22.57,-27.01,-35.3,-48.36,-50.63,-40.68,-39.98,-48.47,-45.52,-48.18,-50.77,-47.47
37,subregion,Cabell County,Grocery & pharmacy,0.32,-2.47,-2.4,1.14,-1.99,-3.34,4.35,2.13,-1.17,3.28,3.3,-0.15,8.84,12.2,11.2,3.03,14.64,6.91,6.79,-0.26,5.51,11.03,10.99,5.52,7.92,8.91,18.2,8.86,8.22,11.71,9.11,6.19,6.51,0.25,-0.3,-11.87,-7.83,-13.91,-25.94,-18.99,-20.9,-17.15,-19.94
38,subregion,Cabell County,Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,subregion,Cabell County,Transit stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,subregion,Cabell County,Workplace,0.0,-14.73,0.66,1.14,0.66,1.7,0.7,3.69,1.18,1.83,0.97,1.82,-3.24,2.79,3.69,2.36,4.15,1.14,3.63,1.53,0.0,2.87,1.35,2.32,1.14,2.31,0.84,-2.1,-2.87,-9.14,-13.13,-18.66,-20.63,-24.36,-24.13,-27.05,-33.33,-36.37,-42.55,-41.41,-41.57,-35.31,-33.61
41,subregion,Cabell County,Residential,1.01,4.38,0.92,0.53,0.67,1.86,-0.09,0.08,1.05,-0.39,-0.17,-0.06,2.17,-0.88,-1.02,0.54,-1.58,-1.43,-1.26,2.09,-0.99,-1.47,-0.63,0.18,-0.55,-0.15,1.29,2.17,3.42,4.59,6.43,7.38,8.62,11.7,8.19,,12.51,13.58,16.2,14.7,18.73,8.91,
42,subregion,Fayette County,Retail & recreation,16.47,8.99,5.27,3.94,0.32,0.52,1.94,18.82,1.8,12.31,10.52,0.32,3.4,0.28,25.87,17.62,27.81,20.39,18.47,-12.08,-1.39,32.15,21.21,9.85,18.25,15.92,7.6,4.98,9.41,9.71,3.16,-6.25,-14.01,-24.94,-24.38,-27.06,-24.83,-28.87,-46.05,-32.16,-35.43,-26.6,-20.78
43,subregion,Fayette County,Grocery & pharmacy,-6.03,-1.42,-0.01,-7.98,-3.55,-8.65,-11.6,-3.45,-9.23,-13.68,13.77,-1.42,8.64,1.45,16.37,4.26,15.82,15.93,15.59,-6.8,3.62,12.93,10.63,3.59,13.77,25.52,25.92,27.54,10.33,21.98,19.42,23.18,19.15,15.43,30.43,6.03,7.8,-3.6,-20.29,-9.94,-14.81,-10.88,-8.62
44,subregion,Fayette County,Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,subregion,Fayette County,Transit stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,subregion,Fayette County,Workplace,7.61,-12.06,2.4,2.38,2.38,-0.84,3.16,7.61,0.79,2.4,2.78,-14.35,-0.01,-3.18,9.51,0.4,2.8,2.78,2.38,-9.1,-1.59,7.61,-0.01,-0.82,1.18,1.59,-0.42,-0.01,3.8,-14.07,-15.68,-19.13,-20.32,-24.39,-23.82,-24.77,-32.13,-33.74,-40.65,-37.46,-38.03,-26.19,-25.73
47,subregion,Fayette County,Residential,,3.86,-0.31,0.54,1.11,2.4,,,2.21,0.0,-0.96,5.3,1.68,,,0.7,-3.03,-1.24,-1.35,6.64,,,0.81,-0.32,-0.27,-0.35,0.23,,,4.09,3.84,6.07,7.29,,,,,,,,,,
48,subregion,Grant County,Retail & recreation,,-10.65,,-6.4,-13.22,-10.18,,,-14.9,,10.63,5.65,-3.4,,,6.38,,6.38,7.54,-1.7,,,10.63,,-2.14,-13.22,-6.79,,,-19.15,,-17.03,-32.08,-28.82,,,-43.62,-61.91,-72.35,-43.4,-50.85,,
49,subregion,Grant County,Grocery & pharmacy,,,,,,14.53,,,,,,,19.99,,,,,,,9.08,,,,,,,41.8,,,,,,,19.99,,,,,-14.29,-4.45,-3.64,8.68,
50,subregion,Grant County,Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,subregion,Grant County,Transit stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,subregion,Grant County,Workplace,,-8.34,-1.38,1.35,4.1,2.94,,,4.17,5.48,-1.35,-4.11,2.94,,,0.0,,0.0,1.37,5.88,,,-1.39,-1.38,-1.35,-4.11,-1.47,,,-9.73,-10.96,-14.87,-13.7,-13.24,,,-22.23,-24.65,-29.73,-28.77,-25.0,,
53,subregion,Grant County,Residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,subregion,Greenbrier County,Retail & recreation,10.41,7.48,6.44,11.21,5.9,5.41,8.49,20.13,4.48,14.36,26.35,12.92,12.94,3.39,34.02,23.35,26.98,23.63,24.71,-5.18,2.91,24.3,17.66,19.94,17.27,11.23,3.05,-5.34,-0.7,-7.19,-13.49,-22.73,-20.51,-32.71,-43.21,-45.49,-41.62,-41.35,-50.0,-38.48,-47.77,-47.09,-40.28
55,subregion,Greenbrier County,Grocery & pharmacy,-20.7,-15.76,-0.01,-24.14,-26.38,-28.24,-11.66,-13.8,-15.15,-4.86,-10.35,-24.73,-24.07,-19.02,-4.83,-4.25,16.67,-12.65,-11.54,-29.63,-22.71,-8.97,-2.42,3.47,1.14,29.12,23.61,26.99,13.1,32.12,47.22,20.68,15.93,-0.47,30.06,-8.28,4.24,5.55,-22.41,-23.08,-29.63,-9.82,-15.86
56,subregion,Greenbrier County,Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,subregion,Greenbrier County,Transit stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,subregion,Greenbrier County,Workplace,7.52,-7.77,2.26,1.76,-0.01,-0.91,1.84,-0.01,2.73,3.62,3.54,-11.79,0.44,-2.78,-2.16,3.64,4.54,4.86,0.87,-10.46,-2.78,-2.16,4.1,4.08,2.2,0.87,0.44,-0.94,-2.16,-11.42,-10.46,-16.82,-19.66,-26.83,-31.49,-32.26,-31.97,-37.28,-43.37,-41.93,-43.65,-39.82,-40.87
59,subregion,Greenbrier County,Residential,,,-0.54,-1.17,1.61,1.05,,,1.58,-1.25,-2.58,,0.79,,,0.77,-1.7,-2.13,-0.72,,,,-0.12,-1.25,-1.43,0.09,0.42,,,,,,,,,,,,,,,,
60,subregion,Hampshire County,Retail & recreation,-1.55,10.8,6.25,3.61,3.43,5.82,11.22,19.99,17.56,11.24,10.84,6.89,8.73,8.16,18.45,21.61,13.75,10.84,8.04,3.87,11.22,33.83,17.56,11.24,4.81,14.94,12.61,15.3,-3.08,5.39,-0.01,-9.64,-9.2,-12.63,-27.56,-27.69,-24.33,-30.01,-44.59,-25.3,-34.95,-31.64,-26.16
61,subregion,Hampshire County,Grocery & pharmacy,1.92,8.25,12.01,5.8,-5.37,-9.42,3.99,4.8,14.68,22.11,4.45,10.71,-6.52,1.59,11.53,14.68,31.72,16.96,21.42,3.61,18.79,21.15,26.14,31.72,12.49,30.34,22.45,18.39,8.64,33.02,37.98,30.34,35.7,17.39,15.99,-1.93,16.5,16.34,-12.51,-2.69,-14.5,-4.81,-0.97
62,subregion,Hampshire County,Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,subregion,Hampshire County,Transit stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,subregion,Hampshire County,Workplace,9.25,-10.13,1.24,2.45,4.38,1.97,10.0,9.25,1.89,1.24,4.9,1.87,1.31,3.33,1.85,3.16,1.24,3.06,3.12,-0.67,8.33,11.11,2.53,2.48,3.06,2.49,1.31,-1.67,-5.56,-6.96,-10.56,-17.17,-20.63,-21.71,-11.66,-22.23,-24.05,-24.23,-31.9,-28.75,-30.92,-20.0,-20.37
65,subregion,Hampshire County,Residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,subregion,Hancock County,Retail & recreation,16.28,3.82,5.96,12.32,1.16,6.52,15.32,22.46,7.64,6.42,22.82,-0.39,12.71,8.71,39.88,21.52,25.69,23.74,14.72,3.78,15.32,26.96,21.05,16.97,15.06,7.75,11.68,-7.85,10.67,6.7,6.42,-23.74,-27.91,-31.96,-44.26,-39.89,-31.1,-39.91,-36.08,-45.35,-35.74,-46.0,-37.08
67,subregion,Hancock County,Grocery & pharmacy,5.55,-1.23,-5.46,-0.87,0.55,0.48,16.47,13.89,4.29,-0.01,-0.58,-5.04,1.46,-0.01,18.05,4.9,8.48,3.16,7.82,-13.17,5.11,18.74,0.61,-1.52,-8.36,13.41,10.73,21.59,21.52,25.15,21.2,7.78,15.64,-0.98,4.83,-3.47,-0.62,-12.74,-18.16,-11.74,-14.64,-21.02,-0.7
68,subregion,Hancock County,Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,subregion,Hancock County,Transit stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,subregion,Hancock County,Workplace,3.25,-12.09,5.73,3.99,3.59,5.45,7.07,1.08,4.99,2.86,2.39,2.79,3.78,1.76,2.17,3.74,6.96,0.79,1.59,1.25,-0.89,4.33,3.74,3.27,1.2,1.59,2.93,-0.01,-8.7,-11.67,-18.04,-21.61,-30.01,-32.36,-30.1,-26.1,-37.51,-43.04,-42.8,-44.41,-45.38,-32.75,-31.53
71,subregion,Hancock County,Residential,,3.95,0.33,0.73,0.15,-0.56,,,0.79,0.48,0.03,0.13,-0.25,,,-0.13,-0.43,-0.37,-0.64,0.86,,,-0.22,0.33,0.66,-1.02,-0.02,,,4.3,6.79,9.62,,,,,,,,,,,
72,subregion,Hardy County,Retail & recreation,7.75,10.77,12.61,6.35,5.55,-0.61,18.48,6.89,6.86,10.67,19.08,10.18,2.99,-1.38,24.13,14.7,23.29,16.36,25.91,1.78,19.86,24.99,19.6,13.58,15.44,20.36,8.98,6.16,1.72,19.6,5.82,-9.09,-3.72,-25.76,-27.41,-35.35,-17.66,-29.14,-39.1,-28.71,-42.52,-39.73,-29.31
73,subregion,Hardy County,Grocery & pharmacy,-3.42,3.29,-1.22,-5.89,-0.01,5.12,-1.97,6.81,-5.5,1.22,8.22,10.21,1.7,-3.94,12.49,3.29,14.62,5.87,1.13,-8.56,4.89,11.35,1.09,2.43,-1.19,15.9,17.95,7.83,1.13,9.89,9.74,11.76,20.45,-0.01,6.86,-15.92,-11.0,-14.64,-27.07,-14.78,-27.35,-15.69,-12.51
74,subregion,Hardy County,Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,subregion,Hardy County,Transit stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,subregion,Hardy County,Workplace,,-8.82,0.96,1.94,1.92,5.21,,,-3.92,1.92,0.96,0.0,-3.12,,,-0.98,2.88,0.0,1.92,5.21,,,-0.98,1.92,1.94,0.96,3.12,,,-11.76,-11.54,-12.63,-14.42,-20.84,,,-21.57,-19.23,-23.3,-21.15,-22.92,,
77,subregion,Hardy County,Residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,subregion,Harrison County,Retail & recreation,10.79,5.86,2.72,4.21,2.57,-0.35,8.83,11.03,3.94,8.05,15.65,1.55,5.83,16.64,25.18,12.17,19.84,16.95,10.91,3.35,16.28,20.1,11.72,12.02,10.47,12.46,7.21,-1.75,-2.48,-1.92,-8.06,-21.06,-27.19,-33.05,-39.56,-44.79,-38.78,-40.37,-54.32,-48.72,-53.3,-48.39,-42.8
79,subregion,Harrison County,Grocery & pharmacy,-3.31,-4.36,0.87,-1.84,-1.0,-1.44,2.46,-1.66,-0.83,7.79,4.48,-3.2,1.44,11.72,10.87,3.94,16.67,8.16,10.17,1.8,9.04,11.34,9.74,12.12,10.4,22.16,27.82,23.04,7.8,15.97,17.96,15.3,9.18,7.36,10.9,-10.64,-3.74,-8.01,-28.98,-22.36,-25.14,-15.64,-17.97
80,subregion,Harrison County,Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,subregion,Harrison County,Transit stations,,-13.47,10.63,4.07,,-5.67,,,-5.78,6.38,-8.18,4.07,-3.78,,,-1.93,,10.19,20.39,5.65,,,-7.71,10.63,-6.13,20.39,5.65,,,-13.47,4.25,-2.05,2.04,-9.44,,,-30.78,-46.82,-44.9,-34.7,-47.18,,
82,subregion,Harrison County,Workplace,-0.01,-16.22,3.09,0.85,5.85,3.84,10.49,4.99,4.27,2.86,2.56,-1.53,-0.24,-0.51,4.99,4.95,4.85,1.92,3.03,3.84,1.99,1.11,3.82,4.19,-0.23,0.43,2.49,-0.51,-6.12,-11.27,-12.37,-22.28,-21.92,-22.86,-20.01,-22.78,-28.38,-35.11,-41.76,-39.7,-40.73,-29.51,-31.11
83,subregion,Harrison County,Residential,,4.56,0.24,0.03,1.03,1.3,-0.96,,1.34,0.26,-0.69,3.59,2.09,-1.68,,1.06,-0.85,-1.08,-0.97,1.03,-0.99,,-0.13,0.38,-0.4,-0.31,0.33,,,5.0,5.47,7.7,9.7,11.48,,,12.96,12.86,16.49,15.89,18.55,,
84,subregion,Jackson County,Retail & recreation,5.13,5.43,4.5,8.76,-2.8,1.34,-0.37,10.74,8.59,11.7,21.49,10.35,17.84,20.72,37.84,19.44,24.32,26.31,19.51,8.07,18.9,32.7,15.82,10.8,14.91,15.92,20.53,4.35,5.13,-1.37,1.35,-2.64,-17.14,-21.56,-30.55,-39.72,-28.51,-33.34,-39.04,-39.84,-43.78,-32.37,-33.18
85,subregion,Jackson County,Grocery & pharmacy,-3.25,-3.66,-7.49,-7.65,-13.42,-14.87,-11.04,-4.07,-2.2,-12.25,-1.4,-5.38,-7.43,-14.29,17.06,2.18,-0.01,4.16,2.68,-4.58,-4.56,7.31,2.91,-8.16,-2.09,4.69,7.42,1.29,4.06,4.38,-7.49,2.08,-0.68,-11.43,-15.59,-22.77,-18.26,-31.3,-35.42,-32.22,-38.87,-30.53,-31.72
86,subregion,Jackson County,Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,subregion,Jackson County,Transit stations,-2.27,5.36,1.7,-6.56,16.67,6.25,,,0.0,8.48,11.47,20.0,4.68,,,7.14,16.95,16.39,18.33,7.81,,,5.36,18.65,6.55,14.99,12.5,,,7.14,8.48,3.27,14.99,-17.19,-4.45,-13.64,-10.71,-11.86,-13.12,-21.67,-23.44,-13.34,-11.37
88,subregion,Jackson County,Workplace,0.0,-9.41,2.86,1.14,0.0,1.76,-3.9,-2.66,4.7,3.99,1.14,-0.56,3.52,7.79,-5.33,5.29,3.99,2.86,5.11,3.52,3.89,6.66,7.05,-1.72,1.14,3.4,2.35,3.89,-6.67,-6.47,-10.85,-14.86,-17.61,-20.59,-12.99,-21.33,-28.24,-33.72,-38.86,-36.93,-38.23,-20.78,-33.33
89,subregion,Jackson County,Residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,subregion,Jefferson County,Retail & recreation,4.54,8.95,-1.82,3.33,-0.56,2.22,9.36,8.53,2.08,7.14,5.36,6.74,6.79,11.08,18.17,8.5,11.4,12.75,6.46,3.16,14.39,11.43,12.24,8.66,7.1,15.03,13.36,5.14,-3.31,2.53,1.06,-19.57,-20.94,-24.62,-29.94,-36.92,-31.95,-30.7,-47.54,-36.31,-37.05,-43.89,-39.26
91,subregion,Jefferson County,Grocery & pharmacy,-21.98,-18.09,-16.55,-17.42,-21.94,-27.22,-18.37,-14.76,-16.78,-19.66,-13.99,-19.44,-22.64,-15.46,-11.15,-16.78,-12.07,-5.8,-19.76,-22.92,-13.71,-13.12,-7.57,-11.38,-10.24,-1.57,-2.43,-7.29,-12.79,-2.96,-5.18,-9.56,-16.93,-19.14,-18.66,-30.16,-27.64,-30.0,-39.25,-32.92,-36.93,-41.98,-39.35
92,subregion,Jefferson County,Parks,36.21,,,,,,,,,,,,,10.41,43.09,,,,,,,,,,,,,,-3.45,,,,,,,60.34,-55.55,,,,,-29.17,17.23
93,subregion,Jefferson County,Transit stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,subregion,Jefferson County,Workplace,-0.67,-32.61,0.62,1.22,1.03,3.26,2.22,7.98,3.69,0.41,2.66,0.41,1.95,4.46,4.66,2.81,1.03,-6.79,2.07,2.39,1.67,-0.01,1.95,-1.46,-1.24,0.2,-3.5,-0.56,-10.01,-20.44,-27.19,-32.04,-32.37,-35.52,-24.03,-32.68,-41.1,-44.41,-49.29,-47.72,-45.32,-40.23,-43.34
95,subregion,Jefferson County,Residential,,7.64,0.7,-0.51,0.97,-0.54,,,0.59,0.47,-0.49,1.04,-0.16,,,-0.38,-0.54,0.29,0.22,0.24,,,0.01,1.53,-0.25,0.42,2.02,,,7.86,9.24,12.25,14.03,14.45,,,17.49,17.44,21.3,19.26,19.86,,
96,subregion,Kanawha County,Retail & recreation,1.39,0.82,3.85,0.88,2.45,-1.28,4.71,1.14,2.71,11.91,13.56,7.03,7.11,12.2,16.65,10.83,22.32,14.4,14.06,1.19,13.05,15.31,8.79,8.56,9.08,6.43,0.91,-4.27,-9.76,-6.28,-7.07,-20.81,-25.65,-33.85,-39.02,-47.35,-39.01,-39.38,-51.67,-45.91,-49.04,-46.74,-43.65
97,subregion,Kanawha County,Grocery & pharmacy,-0.37,2.49,-0.53,-5.12,-2.82,-5.65,0.4,1.92,1.35,4.41,5.11,1.7,4.54,3.63,13.72,3.75,12.6,7.04,6.61,-2.01,4.74,7.34,6.35,2.52,3.57,12.93,24.01,14.34,8.18,14.82,14.17,13.29,10.32,7.63,14.03,-9.76,-1.78,-9.67,-24.24,-18.76,-20.48,-16.57,-13.98
98,subregion,Kanawha County,Parks,24.59,-12.07,5.47,5.79,7.26,1.78,18.89,42.05,-0.01,13.92,8.2,1.36,6.72,-6.68,37.29,-3.53,7.95,18.83,9.54,4.47,16.65,67.45,17.08,0.49,13.04,13.63,4.47,-8.34,-19.06,-17.59,-15.43,-16.43,-31.83,-20.18,-43.34,-8.73,-38.71,-28.36,-50.73,-33.64,-30.5,2.21,-2.39
99,subregion,Kanawha County,Transit stations,2.99,6.21,11.65,11.7,4.56,-3.87,-7.15,6.58,5.74,7.77,4.39,0.91,4.71,3.29,13.17,10.52,6.31,14.14,9.59,3.0,10.43,28.13,11.0,1.46,11.7,6.85,3.43,4.94,10.18,-5.75,-15.53,-11.22,-19.18,-26.18,-23.63,-26.95,-37.33,-32.03,-38.54,-42.46,-45.92,-40.66,-43.11
100,subregion,Kanawha County,Workplace,0.43,-14.24,0.23,-4.45,1.22,1.02,1.27,4.07,2.58,2.53,2.11,0.3,2.59,3.27,5.14,1.87,2.07,3.01,1.67,-0.24,4.91,3.0,-8.37,-8.37,-8.07,-8.98,-10.17,-0.18,-2.14,-10.48,-14.98,-20.27,-23.29,-29.01,-24.96,-29.98,-37.55,-41.79,-46.87,-46.96,-46.34,-32.79,-33.19
101,subregion,Kanawha County,Residential,-0.06,3.84,-0.02,1.55,0.17,0.66,-0.02,-0.29,1.12,-1.05,-0.96,0.46,-0.16,-0.08,-1.8,0.22,-1.6,-1.43,-0.93,1.48,-0.69,-2.11,1.28,1.04,0.66,0.69,2.69,2.37,2.9,5.32,5.51,7.67,9.67,12.42,9.19,8.27,15.01,13.91,17.5,16.9,19.22,9.59,8.28
102,subregion,Lewis County,Retail & recreation,6.66,3.51,4.89,3.94,-0.01,6.44,10.49,15.55,-2.12,12.59,15.12,1.26,7.52,10.49,20.0,7.75,16.78,5.92,8.86,4.83,13.57,31.11,16.9,6.99,-0.01,13.29,15.05,8.64,6.66,4.22,5.59,-14.47,-13.29,-17.74,-24.7,-26.66,-22.53,-20.28,-41.45,-34.18,-45.7,-31.49,-32.59
103,subregion,Lewis County,Grocery & pharmacy,18.33,13.23,3.01,-8.65,-0.6,-12.24,-7.6,18.33,5.88,-15.67,-16.05,-15.48,-10.21,1.26,33.33,11.76,-12.05,-6.17,-7.15,-11.23,1.26,41.66,8.81,-19.29,-11.12,-0.01,-4.09,8.86,23.33,8.81,-9.64,-11.12,-10.71,-13.27,-5.07,-5.0,-10.3,-26.51,-38.28,-28.58,-36.73,-17.72,-6.67
104,subregion,Lewis County,Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,subregion,Lewis County,Transit stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,subregion,Lewis County,Workplace,,-5.89,2.26,2.23,-1.14,4.69,,,1.17,-1.14,-2.26,-2.28,-4.71,,,7.05,3.4,4.48,6.81,1.17,,,2.34,2.26,-2.26,1.13,8.22,,,-8.24,-18.19,-14.62,-17.05,-22.36,,,-24.71,-32.96,-40.45,-38.64,-40.0,,
107,subregion,Lewis County,Residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,subregion,Lincoln County,Retail & recreation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,subregion,Lincoln County,Grocery & pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,subregion,Lincoln County,Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,subregion,Lincoln County,Transit stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,subregion,Lincoln County,Workplace,,-17.58,2.74,-1.32,-1.32,4.28,,,6.75,8.21,-5.27,-2.64,2.84,,,-2.71,5.47,2.63,6.57,5.71,,,-0.01,6.84,2.63,-0.01,5.71,,,-6.76,-10.96,-14.48,-14.48,-10.01,,,-29.74,-32.89,-39.48,-40.79,-38.58,,
113,subregion,Lincoln County,Residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,subregion,Logan County,Retail & recreation,-3.11,6.66,-2.13,11.7,-2.74,-10.41,14.01,-0.62,26.66,5.85,21.27,6.73,13.2,17.87,27.33,26.66,20.74,19.15,22.19,-0.01,24.64,22.98,34.54,4.26,7.44,9.22,-1.2,-0.01,-6.22,8.48,-5.32,-13.83,-23.69,-34.8,-26.57,-37.89,-24.85,-37.24,-40.43,-38.66,-38.0,-29.47,-31.68
